"","year","id","age","t","coll","nchild","nchildA","agey","Xt","Xf","Xp","wage","earn","husb","outmarr","outsplit","outn","outh","flag"
"1728","2014",146,48,27,1,0,1,NA,26,24,2,24.0405417138997,92109.3538794269,1,0,0,0,2,-1
"1729","2015",146,49,28,1,0,1,NA,27,25,2,21.2308042818091,82800.1366990554,1,0,0,0,2,-1
"1730","2016",146,50,29,1,0,1,NA,28,26,2,32.707446032824,81768.6150820601,1,0,0,0,2,-1
"1731","2017",146,51,30,1,0,1,NA,29,27,2,25.6612146013256,88958.8772845953,1,0,0,0,2,-1
"1732","2018",146,52,31,1,0,1,NA,30,28,2,30.1501136415219,173675.763718256,1,0,0,0,2,-1
"1733","2003",148,37,16,0,3,3,6,0,0,0,NA,NA,0,0,0,0,0,-1
"1734","2004",148,38,17,0,3,3,7,0,0,0,NA,NA,0,0,0,0,0,-1
"1735","2005",148,39,18,0,3,3,8,0,0,0,NA,NA,0,0,0,0,0,-1
"1736","2006",148,40,19,0,2,3,9,0,0,0,NA,NA,0,0,0,0,0,-1
"1737","2007",148,41,20,0,2,3,10,0,0,0,7.25,NA,0,0,0,0,2,-1
"1738","2008",148,42,21,0,2,3,11,1,1,0,7.33257497615427,NA,0,0,0,0,2,-1
"1739","2009",148,43,22,0,2,3,12,2,2,0,7.1148193551695,NA,0,0,0,0,1,-1
"1740","2010",148,44,23,0,2,3,13,3,2,1,NA,NA,0,0,0,0,0,-1
"1741","2011",148,45,24,0,2,3,14,3,2,1,NA,NA,0,0,0,0,0,-1
"1742","2012",148,46,25,0,1,3,15,3,2,1,NA,NA,0,0,0,0,0,-1
"1743","2013",148,47,26,0,1,3,16,3,2,1,NA,NA,0,0,0,0,0,-1
"1744","2014",148,48,27,0,1,3,17,3,2,1,NA,NA,0,0,0,0,0,-1
"1745","2015",148,49,28,0,0,3,NA,3,2,1,NA,NA,0,0,0,0,0,-1
"1746","2016",148,50,29,0,0,3,NA,3,2,1,NA,NA,0,0,0,0,0,-1
"1747","2017",148,51,30,0,0,3,NA,3,2,1,NA,NA,0,0,0,0,0,-1
"1748","2018",148,52,31,0,0,3,NA,3,2,1,NA,NA,0,0,0,0,0,-1
"1749","2007",149,41,20,0,2,2,8,18,18,0,25.1479289940828,40000,1,0,0,0,2,-1
"1750","2008",149,42,21,0,2,2,9,19,19,0,31.3761293627208,NA,1,0,0,0,2,-1
"1751","2009",149,43,22,0,2,2,10,20,20,0,23.2692940710672,19311.6525354601,1,0,0,0,2,-1
"1752","2010",149,44,23,0,2,2,11,21,21,0,25.3299999237061,NA,1,0,0,0,2,-1
"1753","2011",149,45,24,0,2,2,12,22,22,0,25.7441549436268,20357.4124540431,1,0,0,0,2,-1
"1754","2012",149,46,25,0,2,2,13,23,23,0,29.0907214343586,NA,1,0,0,0,2,-1
"1755","2003",150,37,16,1,2,3,12,6,6,0,12.4633544105351,NA,0,0,0,0,2,-1
"1756","2004",150,38,17,1,2,3,13,7,7,0,13.2172639407576,NA,0,0,0,0,2,-1
"1757","2005",150,39,18,1,2,3,14,8,8,0,8.05181377762023,NA,0,0,0,0,2,-1
"1758","2006",150,40,19,1,2,3,15,9,9,0,9.58321470801793,NA,0,0,0,0,2,-1
"1759","2007",150,41,20,1,1,3,16,10,10,0,18.2692307692308,NA,0,0,0,0,2,-1
"1760","2008",150,42,21,1,1,3,17,11,11,0,26.0691276484347,24306.8791424179,0,0,0,0,2,-1
"1761","2009",150,43,22,1,0,3,NA,12,12,0,14.6596552647723,30492.0829507264,0,0,0,0,2,-1
"1762","2010",150,44,23,1,0,3,NA,13,13,0,21.6800003051758,30000,0,0,0,0,2,-1
"1763","2011",150,45,24,1,0,3,NA,14,14,0,10.9368272036373,NA,0,0,0,0,2,-1
"1764","2012",150,46,25,1,0,3,NA,15,15,0,12.2042374068214,NA,0,0,0,0,2,-1
"1765","2013",150,47,26,1,0,3,NA,16,16,0,NA,NA,0,0,0,0,2,-1
"1766","2014",150,48,27,1,0,3,NA,17,17,0,12.4255516275131,NA,0,0,0,0,2,-1
"1767","2015",150,49,28,1,0,3,NA,18,18,0,12.1318881610337,NA,0,0,0,0,2,-1
"1768","2016",150,50,29,1,0,3,NA,19,19,0,12.5560248386697,NA,0,0,0,0,2,-1
"1769","2017",150,51,30,1,0,3,NA,20,20,0,10.4783292955413,NA,0,0,0,0,2,-1
"1770","2018",150,52,31,1,0,3,NA,21,21,0,10.6376405277432,NA,0,0,0,0,2,-1
"1771","2000",151,34,13,0,2,2,5,11,11,0,12.0298025551684,38191.4573751452,1,0,0,0,2,-1
"1772","2001",151,35,14,0,2,2,6,12,12,0,10.9511032445815,31397.1089779785,1,0,0,0,2,-1
"1773","2002",151,36,15,0,2,2,7,13,13,0,11.3452144810251,30302.3902167871,1,0,0,0,2,-1
"1774","2003",151,37,16,0,2,2,8,14,14,0,17.0926003344482,47403.4782608696,1,0,0,0,2,-1
"1775","2004",151,38,17,0,2,2,9,15,15,0,13.2518940189618,30540.5378083642,1,0,0,0,2,-1
"1776","2005",151,39,18,0,2,2,10,16,16,0,10.7357517034936,50243.3179723502,1,0,0,0,2,-1
"1777","2006",151,40,19,0,2,2,11,17,17,0,17.1978686350111,36775.3174603175,1,0,0,0,1,-1
"1778","2007",151,41,20,0,2,2,12,18,17,1,14.4230769230769,NA,1,0,0,0,2,-1
"1779","2008",151,42,21,0,1,2,13,19,18,1,15.5057637445829,40025.3276545148,1,0,0,0,2,-1
"1780","2009",151,43,22,0,1,2,14,20,19,1,12.2163793873103,NA,1,0,0,0,2,-1
"1781","2010",151,44,23,0,1,2,15,21,20,1,10.289999961853,NA,1,0,0,0,2,-1
"1782","2011",151,45,24,0,1,2,16,22,21,1,13.0496233679763,NA,1,0,0,0,2,-1
"1783","2012",151,46,25,0,1,2,17,23,22,1,13.9422726488733,10074.9063477269,1,0,0,0,2,-1
"1784","2013",151,47,26,0,0,2,NA,24,23,1,13.050493636825,NA,1,0,0,0,2,-1
"1785","2014",151,48,27,0,0,2,NA,25,24,1,14.212473584691,NA,1,0,0,0,2,-1
"1786","2015",151,49,28,0,0,2,NA,26,25,1,13.8000227831759,2760.00455663518,1,0,0,0,2,-1
"1787","2016",151,50,29,0,0,2,NA,27,26,1,15.3634140951193,2725.62050273534,1,0,0,0,2,-1
"1788","2017",151,51,30,0,0,2,NA,28,27,1,12.4029203906407,NA,1,0,0,0,2,-1
"1789","2018",151,52,31,0,0,2,NA,29,28,1,13.5119747816665,2726.70949037661,1,0,0,0,2,-1
"1790","2003",152,37,16,0,1,1,9,11,11,0,19.9413670568562,NA,1,0,1,0,2,-1
"1791","2004",152,38,17,0,1,1,10,12,12,0,21.4708400380189,NA,0,0,0,0,2,-1
"1792","2005",152,39,18,0,1,1,11,13,13,0,14.7616585923038,NA,0,0,0,0,2,-1
"1793","2006",152,40,19,0,1,1,12,14,14,0,17.2086851524171,NA,0,0,0,0,2,-1
"1794","2007",152,41,20,0,1,1,13,15,15,0,15.8653846153846,NA,0,0,0,1,2,-1
"1795","2008",152,42,21,0,2,2,0,16,16,0,19.9417693039784,NA,0,0,0,0,2,-1
"1796","2009",152,43,22,0,2,2,1,17,17,0,NA,NA,0,0,0,0,0,-1
"1797","2010",152,44,23,0,2,2,2,17,17,0,17.9300003051758,NA,0,0,0,0,1,-1
"1798","2003",153,37,16,0,2,2,11,2,1,1,10.6353957636566,56884.1739130435,0,0,0,0,2,-1
"1799","2004",153,38,17,0,2,2,12,3,2,1,7.80338067712577,NA,0,1,0,1,1,-1
"1800","2005",153,39,18,0,3,3,0,4,2,2,NA,60291.9815668203,1,0,0,0,0,-1
"1801","2006",153,40,19,0,3,3,1,4,2,2,NA,59489.4841269841,1,0,0,0,0,-1
"1802","2007",153,41,20,0,3,3,2,4,2,2,3.42857142857143,52000,1,0,0,0,1,-1
"1803","2008",153,42,21,0,2,3,3,5,2,3,4.05114652373632,43549.8251301654,1,0,0,0,2,-1
"1804","2009",153,43,22,0,2,3,4,6,3,3,4.3978965794317,52852.9437812592,1,0,0,0,2,-1
"1805","2010",153,44,23,0,1,3,5,7,4,3,4.69000005722046,52000,1,0,0,0,2,-1
"1806","2011",153,45,24,0,1,3,6,8,5,3,2.01958456885348,60102.8367690796,1,0,0,0,2,-1
"1807","2012",153,46,25,0,1,3,7,9,6,3,2.58330934710242,58884.2565572271,1,0,0,0,2,-1
"1808","2013",153,47,26,0,1,3,8,10,7,3,5.4002042635138,112324.248681087,1,0,0,0,2,-1
"1809","2014",153,48,27,0,1,3,9,11,8,3,6.19895953365389,119742.160043255,1,0,0,0,2,-1
"1810","2015",153,49,28,0,1,3,10,12,9,3,3.89231411833166,119600.197454191,1,0,0,0,2,-1
"1811","2016",153,50,29,0,1,3,11,13,10,3,3.84312492618585,118110.221785198,1,0,0,0,2,-1
"1812","2003",154,37,16,1,0,0,NA,15,11,4,41.0222408026756,59254.347826087,0,1,0,0,2,-1
"1813","2004",154,38,17,1,0,0,NA,16,12,4,20.3742102531405,57717.3107464267,1,0,0,0,2,-1
"1814","2005",154,39,18,1,0,0,NA,17,13,4,53.6787585174682,75923.236047107,1,0,0,0,2,-1
"1815","2006",154,40,19,1,0,0,NA,18,14,4,28.4035248507394,73550.6349206349,1,0,0,0,2,-1
"1816","2007",154,41,20,1,0,0,NA,19,15,4,44.6153846153846,80000,1,0,0,0,2,-1
"1817","2008",154,42,21,1,0,0,NA,20,16,4,48.9479797275117,117483.249188353,1,0,0,0,2,-1
"1818","2009",154,43,22,1,0,0,NA,21,17,4,46.9108968472715,101640.276502422,1,0,0,0,2,-1
"1819","2010",154,44,23,1,0,0,NA,22,18,4,49.0200004577637,1e+05,1,0,0,0,2,-1
"1820","2011",154,45,24,1,0,0,NA,23,19,4,22.3707829165309,3295.96201636888,1,0,0,0,2,-1
"1821","2012",154,46,25,1,0,0,NA,24,20,4,37.1635648706366,38749.6397989495,1,0,0,0,2,-1
"1822","2013",154,47,26,1,0,0,NA,25,21,4,45.9017362398673,NA,1,0,0,0,2,-1
"1823","2014",154,48,27,1,0,0,NA,26,22,4,48.9377006999735,NA,1,0,0,0,2,-1
"1824","2015",154,49,28,1,0,0,NA,27,23,4,NA,NA,1,0,0,0,1,-1
"1825","2016",154,50,29,1,0,0,NA,28,23,5,330.817641382432,NA,1,0,0,0,2,-1
"1826","2017",154,51,30,1,0,0,NA,29,24,5,NA,NA,1,0,0,0,2,-1
"1827","2018",154,52,31,1,0,0,NA,30,25,5,28.3178338042779,NA,1,0,0,0,2,-1
"1828","2000",155,34,13,0,0,0,NA,10,10,0,14.3851108312219,81992.6016260163,0,1,0,1,2,-1
"1829","2001",155,35,14,0,2,2,0,11,11,0,14.2068366416193,55406.6629023151,1,0,0,1,2,-1
"1830","2002",155,36,15,0,3,3,0,12,12,0,20.4359327020057,53598.867815453,1,0,0,0,1,-1
"1831","2003",155,37,16,0,3,3,1,13,12,1,22.5622324414716,77030.652173913,1,0,0,0,2,-1
"1832","2004",155,38,17,0,3,3,2,14,13,1,20.9744708133211,91193.3509793542,1,0,0,0,2,-1
"1833","2005",155,39,18,0,3,3,3,15,14,1,22.3840423017842,66991.0906298003,1,0,0,0,2,-1
"1834","2006",155,40,19,0,3,3,4,16,15,1,19.7505089777235,69224.126984127,1,0,0,0,2,-1
"1835","2007",155,41,20,0,3,3,5,17,16,1,23.5576923076923,65000,1,0,0,0,2,-1
"1836","2008",155,42,21,0,3,3,6,18,17,1,24.5195634076802,55703.2647013743,1,0,0,0,2,-1
"1837","2009",155,43,22,0,3,3,7,19,18,1,26.3873794765902,55902.1520763318,1,0,0,0,2,-1
"1838","2010",155,44,23,0,3,3,8,20,19,1,31.0499992370605,57000,1,0,0,0,2,-1
"1839","2011",155,45,24,0,3,3,9,21,20,1,22.8368408939586,56225.2343968809,1,0,0,0,2,-1
"1840","2012",155,46,25,0,3,3,10,22,21,1,24.6744025548659,55085.2722632125,1,0,0,0,2,-1
"1841","2013",155,47,26,0,3,3,11,23,22,1,22.9508681199337,60842.3013689222,1,0,0,0,2,-1
"1842","2014",155,48,27,0,3,3,12,24,23,1,25.2379626115937,59871.0800216275,1,0,0,0,2,-1
"1843","2015",155,49,28,0,3,3,13,25,24,1,25.4769651381709,57408.0947780117,1,0,0,0,2,-1
"1844","2016",155,50,29,0,3,3,14,26,25,1,26.729251799474,63234.3956634598,1,0,0,0,2,-1
"1845","2017",155,51,30,0,3,3,15,27,26,1,30.7934575215907,67608.7467362924,1,0,0,0,2,-1
"1846","2018",155,52,31,0,3,3,16,28,27,1,30.0632737721014,65996.7902129371,1,0,0,0,2,-1
"1847","2005",156,38,17,0,0,0,NA,15,15,0,20.3979282366379,NA,0,0,0,0,2,-1
"1848","2006",156,39,18,0,0,0,NA,16,16,0,24.6610944128793,NA,0,1,0,0,2,-1
"1849","2007",156,40,19,0,0,0,NA,17,17,0,22.1153846153846,NA,1,0,1,0,2,-1
"1850","2008",156,41,20,0,0,0,NA,18,18,0,26.707184307696,NA,0,0,0,0,2,-1
"1851","2009",156,42,21,0,0,0,NA,19,19,0,19.5462070196964,NA,0,0,0,0,2,-1
"1852","2010",156,43,22,0,0,0,NA,20,20,0,25.7800006866455,NA,0,0,0,0,2,-1
"1853","2011",156,44,23,0,0,0,NA,21,21,0,24.2350148262418,NA,0,0,0,0,2,-1
"1854","2012",156,45,24,0,0,0,NA,22,22,0,25.1682709478471,NA,0,0,0,0,2,-1
"1855","2013",156,46,25,0,0,0,NA,23,23,0,27.001021317569,NA,0,0,0,0,2,-1
"1856","2014",156,47,26,0,0,0,NA,24,24,0,33.3159516116161,NA,0,0,0,0,2,-1
"1857","2015",156,48,27,0,0,0,NA,25,25,0,30.9615895776382,NA,0,0,0,0,2,-1
"1858","2016",156,49,28,0,0,0,NA,26,26,0,38.6856419990769,NA,0,0,0,0,2,-1
"1859","2017",156,50,29,0,0,0,NA,27,27,0,32.3331303976702,NA,0,0,0,0,2,-1
"1860","2018",156,51,30,0,0,0,NA,28,28,0,34.969615422183,NA,0,0,0,0,2,-1
"1861","2000",157,33,12,0,0,0,NA,11,11,0,45.1054267543035,139292.450638792,0,0,0,0,1,-1
"1862","2001",157,34,13,0,0,0,NA,12,11,1,59.1951526734135,123125.9175607,0,1,0,0,2,-1
"1863","2002",157,35,14,0,0,0,NA,13,12,1,61.8411185092725,121209.560867148,1,0,0,0,2,-1
"1864","2003",157,36,15,0,0,0,NA,14,13,1,30.7666806020067,130359.565217391,1,0,0,0,2,-1
"1865","2004",157,37,16,0,0,0,NA,15,14,1,31.1673478030704,126978.083642139,1,0,0,0,2,-1
"1866","2009",158,42,21,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,-1
"1867","2010",158,43,22,0,0,0,NA,0,0,0,2.97000002861023,NA,0,0,0,0,1,-1
"1868","2011",158,44,23,0,0,0,NA,1,0,1,NA,NA,0,0,0,0,0,-1
"1869","2012",158,45,24,0,0,0,NA,1,0,1,NA,NA,0,0,0,0,0,-1
"1870","2013",158,46,25,0,0,0,NA,1,0,1,NA,NA,0,0,0,0,1,-1
"1871","2014",158,47,26,0,0,0,NA,2,0,2,2.85538988241991,NA,0,0,0,0,1,-1
"1872","2009",159,42,21,0,1,2,14,7,7,0,NA,NA,1,0,0,0,0,-1
"1873","2010",159,43,22,0,1,2,15,7,7,0,NA,NA,1,0,1,0,0,-1
"1874","2011",159,44,23,0,1,2,16,7,7,0,3.30477474903297,NA,0,0,0,0,1,-1
"1875","2012",159,45,24,0,1,2,17,8,7,1,NA,NA,0,0,0,0,0,-1
"1876","2013",159,46,25,0,0,2,NA,8,7,1,NA,NA,0,0,0,0,1,-1
"1877","2014",159,47,26,0,0,2,NA,9,7,2,6.39238921193762,NA,0,0,0,0,1,-1
"1878","2015",159,48,27,0,0,2,NA,10,7,3,7.07693476060302,NA,0,0,0,0,0,-1
"1879","2016",159,49,28,0,0,2,NA,10,7,3,12.674135164429,NA,0,0,0,0,0,-1
"1880","2017",159,50,29,0,0,2,NA,10,7,3,NA,NA,0,0,0,0,0,-1
"1881","2018",159,51,30,0,0,2,NA,10,7,3,NA,NA,0,0,0,0,0,-1
"1882","2007",160,40,19,0,2,2,13,13,13,0,13.9423076923077,15000,1,0,0,0,2,-1
"1883","2008",160,41,20,0,2,2,14,14,14,0,39.832900049105,21268.5192496157,1,0,0,1,2,-1
"1884","2009",160,42,21,0,2,3,0,15,15,0,16.288505849747,NA,1,0,0,0,2,-1
"1885","2010",160,43,22,0,2,3,1,16,16,0,16.8099994659424,NA,1,0,0,0,2,-1
"1886","2011",160,44,23,0,2,3,2,17,17,0,NA,NA,1,0,0,0,0,-1
"1887","2012",160,45,24,0,1,3,3,17,17,0,NA,NA,1,0,1,0,0,-1
"1888","2013",160,46,25,0,1,3,4,17,17,0,10.296389462433,NA,0,0,0,0,1,-1
"1889","2014",160,47,26,0,1,3,5,18,17,1,NA,NA,0,0,0,0,0,-1
"1890","2015",160,48,27,0,1,3,6,18,17,1,4.18182508581088,NA,0,0,0,0,2,-1
"1891","2016",160,49,28,0,1,3,7,19,18,1,45.4270083789223,NA,0,0,0,0,0,-1
"1892","2017",160,50,29,0,1,3,8,19,18,1,NA,NA,0,0,0,0,0,-1
"1893","2018",160,51,30,0,1,3,9,19,18,1,NA,NA,0,0,0,0,0,-1
"1894","2011",161,44,23,0,0,0,NA,19,18,1,NA,NA,0,1,0,0,2,-1
"1895","2012",161,45,24,0,0,0,NA,20,19,1,16.1456832495623,31645.539169142,1,0,0,0,2,-1
"1896","2005",162,38,17,0,2,2,5,15,15,0,6.97823860727087,NA,0,0,0,0,2,-1
"1897","2006",162,39,18,0,1,2,6,16,16,0,7.33343117931533,NA,0,0,0,0,2,-1
"1898","2001",163,34,13,0,0,0,NA,10,10,0,17.7585458020241,73875.5505364201,0,0,0,0,2,-1
"1899","2002",163,35,14,0,0,0,NA,11,11,0,19.5874648511801,72725.736520289,0,1,0,0,2,-1
"1900","2003",163,36,15,0,0,0,NA,12,12,0,20.3157763975155,NA,1,0,0,0,2,-1
"1901","2004",163,37,16,0,0,0,NA,13,13,0,23.9411402334089,57486.441503441,1,0,0,0,2,-1
"1902","2005",163,38,17,0,0,0,NA,14,14,0,28.9865295994328,37961.6180235535,1,0,0,1,1,-1
"1903","2006",163,39,18,0,1,1,0,15,14,1,19.350306085859,41534.4761904762,1,0,0,0,1,-1
"1904","2007",163,40,19,0,1,1,1,16,14,2,15.0240384615385,53694,1,0,0,0,1,-1
"1905","2008",163,41,20,0,1,1,2,17,14,3,17.6326150900233,58010.3926466422,1,0,0,0,2,-1
"1906","2009",163,42,21,0,1,1,3,18,15,3,22.2826760024539,35818.0334394533,1,0,0,0,2,-1
"1907","2010",163,43,22,0,1,1,4,19,16,3,28.9500007629395,42507,1,0,0,0,1,-1
"1908","2011",163,44,23,0,1,1,5,20,16,4,NA,31860.7174968825,1,0,0,0,0,-1
"1909","2012",163,45,24,0,1,1,6,20,16,4,NA,43498.3701664678,1,0,0,0,0,-1
"1910","2013",163,46,25,0,1,1,7,20,16,4,6.08560262282429,45397.7171752727,1,0,0,0,1,-1
"1911","2014",163,47,26,0,1,1,8,21,16,5,11.2557632900245,47127.7509124088,1,0,0,0,1,-1
"1912","2015",163,48,27,0,1,1,9,22,16,6,11.0577105634422,46000.0759439196,1,0,0,0,1,-1
"1913","2016",163,49,28,0,1,1,10,23,16,7,11.2204714161744,47244.0887140792,1,0,0,0,2,-1
"1914","2017",163,50,29,0,1,1,11,24,17,7,12.5893480180862,53375.3263707572,1,0,0,0,2,-1
"1915","2018",163,51,30,0,1,1,12,25,18,7,12.9388440657498,53771.7532048091,1,0,0,0,2,-1
"1916","2005",164,38,17,0,2,3,8,11,8,3,22.6643647073755,NA,0,0,0,0,2,-1
"1917","2006",164,39,18,0,2,3,9,12,9,3,23.6551830505946,NA,0,0,0,0,2,-1
"1918","2007",164,40,19,0,1,3,10,13,10,3,21.3675213675214,NA,0,0,0,0,2,-1
"1919","2008",164,41,20,0,1,3,11,14,11,3,23.5371610710995,NA,0,0,0,0,2,-1
"1920","2009",164,42,21,0,1,3,12,15,12,3,20.5235173706813,35940.0017712562,0,0,0,0,2,-1
"1921","2010",164,43,22,0,1,3,13,16,13,3,22.0599994659424,17000,0,0,0,0,2,-1
"1922","2011",164,44,23,0,1,3,14,17,14,3,22.0764305097344,NA,0,0,0,0,2,-1
"1923","2012",164,45,24,0,1,3,15,18,15,3,24.2755091315345,NA,0,0,0,0,2,-1
"1924","2013",164,46,25,0,1,3,16,19,16,3,21.6008170540552,6552.24783973008,0,0,0,0,2,-1
"1925","2014",164,47,26,0,1,3,17,20,17,3,23.2115578803542,NA,0,0,0,0,2,-1
"1926","2015",164,48,27,0,0,3,NA,21,18,3,21.6731127043468,NA,0,0,0,0,2,-1
"1927","2016",164,49,28,0,0,3,NA,22,19,3,22.6044786068745,NA,0,0,0,0,2,-1
"1928","2017",164,50,29,0,0,3,NA,23,20,3,22.2397193211488,34693.9621409922,0,1,0,0,2,-1
"1929","2018",164,51,30,0,0,3,NA,24,21,3,23.3593898888451,34040.4496887781,1,0,0,0,2,-1
"1930","2000",165,33,12,0,2,2,0,8,8,0,22.5653766170418,78510.2903600465,0,0,0,0,2,-1
"1931","2001",165,34,13,0,2,2,1,9,9,0,NA,78800.5872388481,0,0,0,0,2,-1
"1932","2002",165,35,14,0,2,2,2,10,10,0,22.5571000171808,84846.6926070039,0,0,0,0,1,-1
"1933","2003",165,36,15,0,2,2,3,11,10,1,NA,86511.347826087,0,0,0,0,1,-1
"1934","2004",165,37,16,0,2,2,4,12,10,2,37.724034656143,99273.7744838539,0,0,0,0,1,-1
"1935","2005",165,38,17,0,2,2,5,13,10,3,NA,83738.8632872504,0,0,0,0,0,-1
"1936","2006",165,39,18,0,2,2,6,13,10,3,NA,80797.5357142857,0,1,0,0,0,-1
"1937","2007",165,40,19,0,2,2,7,13,10,3,NA,82200,1,0,0,0,0,-1
"1938","2008",165,41,20,0,2,2,8,13,10,3,NA,83251.0610627813,1,0,0,0,0,-1
"1939","2009",165,42,21,0,2,2,9,13,10,3,NA,91476.2488521794,1,0,0,0,0,-1
"1940","2010",165,43,22,0,2,2,10,13,10,3,11.1899995803833,96000,1,0,0,0,2,-1
"1941","2011",165,44,23,0,2,2,11,14,11,3,15.5352659142576,95001.2581188678,1,0,0,0,1,-1
"1942","2012",165,45,24,0,2,2,12,15,11,4,31.6550383689141,99723.3377178846,1,0,0,0,1,-1
"1943","2001",167,34,13,1,0,0,NA,12,10,2,34.3331885505799,NA,0,0,0,0,2,-1
"1944","2002",167,35,14,1,0,0,NA,13,11,2,12.1209560867148,60604.7804335742,0,0,0,0,2,-1
"1945","2003",167,36,15,1,0,0,NA,14,12,2,38.7432274247492,50958.7391304348,0,1,0,0,1,-1
"1946","2004",167,37,16,1,0,0,NA,15,12,3,62.161541912509,49636.8872419269,1,0,0,1,1,-1
"1947","2005",167,38,17,1,1,1,0,16,12,4,32.2072551104809,53592.8725038402,1,0,0,1,1,-1
"1948","2006",167,39,18,1,2,2,0,17,12,5,47.5915873015873,67060.873015873,1,0,0,0,1,-1
"1949","2001",168,34,13,1,1,1,9,12,11,1,20.7183034356947,NA,0,0,0,0,2,-1
"1950","2002",168,35,14,1,1,1,10,13,12,1,26.2176269983331,NA,0,0,0,0,2,-1
"1951","2003",168,36,15,1,1,1,11,14,13,1,21.650627090301,NA,0,0,0,0,2,-1
"1952","2004",168,37,16,1,1,1,12,15,14,1,26.6423105524809,NA,0,0,0,0,1,-1
"1953","2005",168,38,17,1,1,1,13,16,14,2,21.4715034069873,NA,0,0,0,0,2,-1
"1954","2006",168,39,18,1,1,1,14,17,15,2,27.0406746031746,NA,0,0,0,0,1,-1
"1955","2007",168,40,19,1,1,1,15,18,15,3,23.0769230769231,NA,0,0,0,0,2,-1
"1956","2008",168,41,20,1,1,1,16,19,16,3,29.9278441714072,NA,0,0,0,0,2,-1
"1957","2009",168,42,21,1,1,1,17,20,17,3,21.5008277216661,NA,0,0,0,0,2,-1
"1958","2010",168,43,22,1,0,1,NA,21,18,3,22.3700008392334,NA,0,0,0,0,2,-1
"1959","2011",168,44,23,1,0,1,NA,22,19,3,24.2350148262418,NA,0,0,0,0,1,-1
"1960","2012",168,45,24,1,0,1,NA,23,19,4,10.0673087414382,NA,0,0,0,0,1,-1
"1961","2013",168,46,25,1,0,1,NA,24,19,5,23.4008851418931,NA,0,0,0,0,1,-1
"1962","2014",168,47,26,1,0,1,NA,25,19,6,26.573548945584,NA,0,0,0,0,2,-1
"1963","2015",168,48,27,1,0,1,NA,26,20,6,30.9615895776382,NA,0,0,0,0,2,-1
"1964","2016",168,49,28,1,0,1,NA,27,21,6,31.4536596311402,NA,0,0,0,0,2,-1
"1965","2017",168,50,29,1,0,1,NA,28,22,6,32.076518251657,NA,0,0,0,0,2,-1
"1966","2018",168,51,30,1,0,1,NA,29,23,6,54.2736761619549,NA,0,0,0,0,2,-1
"1967","2003",169,36,15,1,2,3,13,12,12,0,16.5912173913043,NA,1,0,0,0,2,-1
"1968","2004",169,37,16,1,2,3,14,13,13,0,16.1608470089995,NA,1,0,1,0,2,-1
"1969","2005",169,38,17,1,2,3,15,14,14,0,NA,NA,0,0,0,0,2,-1
"1970","2006",169,39,18,1,1,3,16,15,15,0,14.6019642857143,NA,0,1,0,0,1,-1
"1971","2007",169,40,19,1,1,3,17,16,15,1,NA,NA,1,0,0,0,0,-1
"1972","2008",169,41,20,1,0,3,NA,16,15,1,NA,39255.6098150049,1,0,0,0,0,-1
"1973","2009",169,42,21,1,0,3,NA,16,15,1,NA,5691.8554841356,1,0,0,0,0,-1
"1974","2010",169,43,22,1,0,3,NA,16,15,1,NA,67200,1,0,0,0,0,-1
"1975","2011",169,44,23,1,0,3,NA,16,15,1,NA,NA,1,0,0,0,0,-1
"1976","2012",169,45,24,1,0,3,NA,16,15,1,NA,12354.2969241356,1,0,0,0,0,-1
"1977","2013",169,46,25,1,0,3,NA,16,15,1,NA,NA,1,0,0,0,0,-1
"1978","2014",169,47,26,1,0,3,NA,16,15,1,NA,24758.9943227899,1,0,0,0,0,-1
"1979","2015",169,48,27,1,0,3,NA,16,15,1,NA,NA,1,0,0,0,0,-1
"1980","2016",169,49,28,1,0,3,NA,16,15,1,NA,NA,1,0,0,0,0,-1
"1981","2017",169,50,29,1,0,3,NA,16,15,1,NA,NA,1,0,0,0,0,-1
"1982","2018",169,51,30,1,0,3,NA,16,15,1,NA,11723.1140509823,1,0,0,0,0,-1
"1983","2000",170,33,12,0,1,1,4,8,8,0,14.4357625831489,75471.1823461092,1,0,0,0,2,-1
"1984","2001",170,34,13,0,1,1,5,9,9,0,5.91951526734135,20931.405985319,1,0,0,0,2,-1
"1985","2002",170,35,14,0,1,1,6,10,10,0,8.65436248408217,15757.2429127293,1,0,0,0,1,-1
"1986","2003",170,36,15,0,1,1,7,11,10,1,12.5345735785953,30812.2608695652,1,0,0,0,2,-1
"1987","2004",170,37,16,0,1,1,8,12,11,1,14.6601967094183,40402.1175224987,1,0,0,0,2,-1
"1988","2005",170,38,17,0,1,1,9,13,12,1,11.9286130038818,33495.5453149002,1,0,0,0,2,-1
"1989","2006",170,39,18,0,1,1,10,14,13,1,15.4564495619138,32448.8095238095,1,0,0,0,2,-1
"1990","2007",170,40,19,0,1,1,11,15,14,1,10.0961538461538,14000,1,0,0,0,2,-1
"1991","2008",170,41,20,0,1,1,12,16,15,1,14.3106752110028,NA,1,0,0,0,2,-1
"1992","2009",170,42,21,0,1,1,13,17,16,1,10.2617586853406,30492.0829507264,1,0,0,0,2,-1
"1993","2010",170,43,22,0,1,1,14,18,17,1,15.9700002670288,NA,1,0,0,0,2,-1
